frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,EAR,Pupil_Scale (Left),Pupil_Scale (Right)
69,2.72,0.98,1,-0.011,0.464,0.159,0.003,-0.011,0.11,0.0,0.0,0.0,0.27,1.22,0.0,1.09,2.24,1.68,0.0,0.49,0.19,0.0,2.43,1.29,2.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1476846620175114,16.824089871371896,19.94241710525569
70,2.76,0.98,1,-0.033,0.425,0.161,0.001,-0.013,0.0,0.0,0.0,0.0,0.49,1.99,0.0,0.98,2.23,1.48,0.0,0.41,0.19,0.0,2.42,1.31,1.63,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.18299298741253506,18.102486017119215,21.247588098417104
71,2.8,0.98,1,-0.034,0.376,0.15,-0.006,-0.009,0.0,0.0,0.0,0.0,0.55,2.63,0.0,0.94,2.2,1.22,0.0,0.21,0.05,0.0,2.43,1.4,0.84,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.16420893670720618,18.10110493864937,19.84943324127916
72,2.84,0.98,1,-0.029,0.342,0.133,-0.006,-0.009,0.0,0.0,0.0,0.0,0.56,2.84,0.0,0.93,2.18,1.0,0.0,0.12,0.0,0.0,2.46,1.42,0.24,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.18556403119291984,21.10023696549415,21.315018179677867
73,2.88,0.98,1,-0.02,0.327,0.128,-0.005,-0.012,0.0,0.0,0.0,0.0,0.54,2.78,0.0,0.93,2.15,0.95,0.0,0.03,0.0,0.0,2.43,1.42,0.03,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.19942055800738007,22.74313083108836,22.018401395196697
74,2.92,0.98,1,-0.009,0.329,0.121,-0.002,-0.017,0.03,0.0,0.0,0.0,0.57,2.63,0.0,0.89,2.14,0.83,0.0,0.02,0.05,0.0,2.38,1.46,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.19853823523887199,22.656566377101502,22.3224102641269
75,2.96,0.98,1,-0.0,0.323,0.119,-0.001,-0.02,0.03,0.0,0.0,0.0,0.65,2.51,0.02,0.92,2.18,0.82,0.0,0.02,0.14,0.0,2.41,1.34,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.21163974185127898,22.364704335179532,22.617913254763266
76,3.0,0.98,1,-0.01,0.319,0.119,-0.003,-0.02,0.03,0.08,0.0,0.0,0.66,2.44,0.02,0.82,2.17,0.79,0.0,0.1,0.14,0.0,2.5,1.33,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.21881852305924054,22.1,22.011133546457803
77,3.04,0.98,1,-0.007,0.32,0.115,-0.006,-0.019,0.0,0.08,0.0,0.0,0.66,2.51,0.02,0.8,2.2,0.77,0.0,0.13,0.09,0.0,2.55,1.15,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.21672933790411858,22.638462845343543,22.21823575354267
78,3.08,0.98,1,-0.007,0.313,0.107,-0.011,-0.014,0.0,0.13,0.0,0.0,0.56,2.59,0.0,0.72,2.16,0.76,0.0,0.21,0.0,0.0,2.49,1.19,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.216698414170992,22.439696967650832,22.70792813094145
79,3.12,0.98,1,-0.01,0.309,0.106,-0.013,-0.011,0.0,0.06,0.0,0.0,0.51,2.69,0.0,0.79,2.16,0.73,0.0,0.14,0.0,0.0,2.44,1.17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2180371707013264,22.32935287911413,22.70550594018997
80,3.16,0.98,1,-0.005,0.308,0.104,-0.014,-0.01,0.04,0.06,0.0,0.0,0.5,2.61,0.0,0.8,2.13,0.79,0.0,0.15,0.0,0.0,2.33,1.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2183258682993186,22.252415599210934,23.01064970834157
81,3.2,0.98,1,-0.006,0.309,0.104,-0.014,-0.011,0.04,0.0,0.0,0.0,0.49,2.6,0.0,0.85,2.13,0.75,0.0,0.1,0.0,0.0,2.32,1.27,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.21768565786440613,22.14158982548453,23.207757323791586
82,3.24,0.98,1,-0.007,0.312,0.103,-0.013,-0.011,0.04,0.0,0.0,0.0,0.48,2.53,0.0,0.91,2.08,0.67,0.0,0.11,0.03,0.0,2.3,1.36,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.21521355555106766,22.130521909796883,23.001956438529312
83,3.28,0.98,1,-0.01,0.313,0.106,-0.011,-0.013,0.0,0.0,0.0,0.0,0.45,2.62,0.0,0.96,2.05,0.57,0.0,0.11,0.08,0.0,2.26,1.39,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.21641493208304569,22.14158982548453,22.700220263248593
84,3.32,0.98,1,-0.007,0.313,0.11,-0.01,-0.013,0.0,0.0,0.0,0.0,0.43,2.54,0.0,1.04,2.01,0.53,0.0,0.08,0.08,0.0,2.27,1.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2190638164518704,22.130521909796883,23.401922997907533
85,3.36,0.98,1,-0.011,0.315,0.115,-0.012,-0.012,0.0,0.0,0.0,0.0,0.45,2.69,0.0,1.01,2.01,0.5,0.0,0.1,0.08,0.0,2.26,1.39,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22242356260627022,22.21936092690351,23.200862052949713
86,3.4,0.98,1,-0.008,0.308,0.112,-0.011,-0.008,0.0,0.0,0.0,0.0,0.4,2.65,0.0,0.98,2.04,0.58,0.0,0.06,0.04,0.0,2.35,1.42,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2256173551220252,22.219360926903498,23.601906702637528
87,3.44,0.98,1,-0.003,0.311,0.111,-0.014,-0.006,0.0,0.06,0.0,0.0,0.36,2.63,0.0,0.96,2.06,0.67,0.0,0.15,0.1,0.0,2.29,1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22730241320120653,22.11990054227188,23.09999999999991
88,3.48,0.98,1,-0.006,0.312,0.114,-0.012,-0.005,0.0,0.06,0.0,0.0,0.28,2.42,0.0,0.94,2.08,0.76,0.0,0.2,0.14,0.0,2.24,1.36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2277990061604963,21.832315497903615,23.500212764994277
89,3.52,0.98,1,-0.001,0.301,0.111,-0.013,-0.002,0.0,0.09,0.0,0.0,0.23,2.34,0.0,0.93,2.06,0.74,0.0,0.33,0.16,0.0,2.21,1.32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.23027960957945492,21.732924331529706,23.500212764994277
90,3.56,0.98,1,-0.002,0.311,0.121,-0.014,-0.004,0.0,0.11,0.0,0.0,0.25,2.44,0.0,0.92,2.11,0.66,0.02,0.38,0.1,0.0,2.23,1.29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2297643576947449,22.130521909796883,22.700000000000045
91,3.6,0.98,1,-0.013,0.303,0.115,-0.013,0.0,0.0,0.11,0.0,0.0,0.28,2.46,0.0,0.92,2.12,0.6,0.02,0.4,0.02,0.0,2.22,1.32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.23022064998701916,22.34032228952846,22.70088104017115
92,3.64,0.98,1,-0.003,0.309,0.115,-0.014,0.0,0.0,0.08,0.0,0.0,0.29,2.36,0.0,0.91,2.13,0.56,0.02,0.39,0.0,0.0,2.22,1.34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22469308907694757,22.5077764339351,23.300214591286448
93,3.68,0.98,1,-0.006,0.305,0.113,-0.013,-0.001,0.17,0.15,0.0,0.0,0.23,2.13,0.0,0.88,2.08,0.68,0.0,0.41,0.0,0.0,2.16,1.32,0.44,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22626555367066387,21.612265036316767,22.900218339570568
94,3.72,0.98,1,-0.015,0.35,0.111,-0.015,-0.0,0.45,0.15,0.0,0.0,0.13,1.59,0.0,0.94,2.14,0.92,0.0,0.48,0.0,0.0,2.19,1.33,1.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.19884743504398888,19.10942175995928,18.840912929048887
95,3.76,0.98,1,0.004,0.473,0.102,-0.025,0.003,0.71,0.23,0.0,0.0,0.09,1.18,0.0,1.12,2.2,1.26,0.05,0.5,0.06,0.0,2.22,1.17,2.12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.16142119273209438,16.079800993793427,21.951309755911925
96,3.8,0.98,1,-0.032,0.443,0.094,-0.015,-0.019,0.67,0.13,0.0,0.0,0.11,1.17,0.0,1.15,2.21,1.29,0.05,0.47,0.06,0.0,2.27,1.14,2.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.16560466626255305,18.039955654047485,19.512560057562926
97,3.84,0.98,1,-0.021,0.386,0.088,-0.013,-0.003,0.41,0.13,0.0,0.0,0.21,1.67,0.0,1.13,2.14,1.23,0.05,0.43,0.06,0.0,2.27,1.17,1.85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.17068743538915282,18.527007313648905,20.740781084616664
98,3.88,0.98,1,0.012,0.37,0.105,-0.022,0.001,0.29,0.04,0.0,0.0,0.34,2.33,0.0,1.07,2.12,1.15,0.0,0.3,0.0,0.0,2.18,1.23,1.08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.18646097204624495,17.100292395161105,18.732325002519087
99,3.92,0.98,1,0.02,0.353,0.095,-0.014,-0.02,0.21,0.02,0.0,0.0,0.34,2.58,0.0,1.09,2.11,1.07,0.0,0.22,0.0,0.0,2.29,1.32,0.61,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.17096711707962126,18.7130970178643,19.36620768245549
100,3.96,0.98,1,0.008,0.349,0.107,-0.021,-0.009,0.21,0.03,0.0,0.0,0.42,2.68,0.0,1.14,2.15,0.96,0.0,0.13,0.0,0.0,2.24,1.15,0.31,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.18153525005090831,17.602556632489406,19.94918544703025
101,4.0,0.98,1,0.012,0.329,0.095,-0.016,-0.025,0.08,0.03,0.0,0.0,0.43,2.67,0.0,1.05,2.12,0.74,0.0,0.2,0.0,0.0,2.31,1.2,0.22,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.18654015881999098,19.00026315607234,20.112185361118904
102,4.04,0.98,1,0.012,0.347,0.107,-0.022,-0.012,0.11,0.04,0.0,0.0,0.56,2.72,0.02,1.04,2.16,0.82,0.0,0.21,0.0,0.0,2.11,1.05,0.24,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.19616964316694818,18.701069488133605,20.640978658968802
103,4.08,0.98,1,0.016,0.354,0.103,-0.01,-0.026,0.09,0.03,0.0,0.0,0.53,2.6,0.02,1.0,2.06,0.8,0.0,0.24,0.0,0.0,2.11,1.1,0.19,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.18210541106968542,18.700000000000045,20.115914098046762
104,4.12,0.98,1,0.007,0.345,0.103,-0.018,-0.008,0.12,0.04,0.0,0.0,0.51,2.55,0.02,1.13,2.06,0.99,0.0,0.21,0.02,0.0,1.96,1.0,0.17,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.18389227390741422,18.799999999999955,20.611889772652976
105,4.16,0.98,1,0.025,0.336,0.086,-0.017,-0.031,0.14,0.05,0.0,0.0,0.54,2.64,0.03,1.13,2.02,0.87,0.0,0.23,0.03,0.0,1.99,0.96,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1852970820715356,20.100000000000136,20.6118897726532
106,4.2,0.98,1,0.013,0.34,0.093,-0.0,-0.027,0.14,0.09,0.0,0.0,0.54,2.69,0.03,1.27,2.01,0.9,0.03,0.19,0.07,0.0,1.94,0.88,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.18291653798375165,19.200260414900672,20.403921191771047
107,4.24,0.98,1,-0.006,0.322,0.089,-0.017,-0.015,0.15,0.13,0.0,0.0,0.54,2.78,0.03,1.21,1.99,0.71,0.03,0.19,0.04,0.0,2.03,0.93,0.11,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.18088984305779227,20.799999999999955,21.10023696549415
108,4.28,0.98,1,0.002,0.352,0.092,-0.005,-0.018,0.04,0.1,0.0,0.0,0.47,2.57,0.0,1.3,1.98,0.74,0.03,0.16,0.05,0.0,1.97,0.91,0.01,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.18320406547340953,19.800252523642172,21.11160818128255
109,4.32,0.98,1,0.004,0.33,0.088,-0.019,-0.012,0.13,0.08,0.0,0.0,0.53,2.62,0.0,1.24,2.03,0.73,0.02,0.17,0.01,0.0,2.02,1.01,0.01,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.19878218240321466,20.200247523235763,21.10094784600933
110,4.36,0.98,1,-0.0,0.352,0.097,-0.003,-0.021,0.08,0.01,0.0,0.0,0.53,2.56,0.0,1.12,2.0,0.71,0.02,0.15,0.04,0.0,2.02,1.12,0.06,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1862181337790516,20.10099500024803,20.708693826506824
111,4.4,0.98,1,0.005,0.335,0.096,-0.016,-0.004,0.15,0.08,0.0,0.0,0.5,2.71,0.0,0.99,2.01,0.67,0.02,0.12,0.03,0.0,2.09,1.19,0.07,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.18905229516192487,21.403737991294975,20.903827400741804
112,4.44,0.98,1,0.006,0.352,0.098,-0.007,-0.021,0.06,0.06,0.0,0.0,0.42,2.62,0.0,0.84,1.96,0.56,0.0,0.19,0.03,0.0,2.05,1.2,0.07,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.18974816955886487,20.60606706773531,21.511392330576836
113,4.48,0.98,1,0.014,0.338,0.107,-0.019,-0.005,0.11,0.06,0.0,0.0,0.39,2.6,0.0,0.98,1.98,0.65,0.0,0.23,0.0,0.0,2.05,1.12,0.03,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.19499141928031,21.1059233391957,21.405840324547036
114,4.52,0.98,1,0.011,0.338,0.096,-0.009,-0.023,0.05,0.0,0.0,0.0,0.37,2.61,0.0,0.9,1.93,0.57,0.01,0.35,0.0,0.0,2.08,1.24,0.02,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.18666786782659622,21.105923339195474,21.71128738697897
115,4.56,0.98,1,0.008,0.339,0.109,-0.019,-0.008,0.09,0.0,0.0,0.0,0.42,2.6,0.0,1.05,2.01,0.71,0.01,0.26,0.03,0.0,2.1,1.2,0.02,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.20128953483184353,21.738905216224715,21.70575960430784
116,4.6,0.98,1,0.013,0.325,0.091,-0.012,-0.021,0.04,0.0,0.0,0.0,0.36,2.59,0.0,0.9,1.94,0.59,0.02,0.22,0.03,0.0,2.15,1.34,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.20464324528237177,21.33963448609179,22.208106627985917
117,4.64,0.98,1,0.004,0.323,0.109,-0.018,-0.006,0.04,0.0,0.0,0.02,0.37,2.43,0.0,1.06,2.03,0.7,0.01,0.18,0.14,0.0,2.06,1.24,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2074808471776371,21.84490787346099,22.10090495884718
118,4.68,0.98,1,0.011,0.323,0.104,-0.013,-0.02,0.0,0.0,0.0,0.02,0.31,2.52,0.0,0.92,1.94,0.61,0.01,0.17,0.14,0.0,2.09,1.28,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.21049738753702904,21.666794871415473,22.103619613086135
119,4.72,0.98,1,0.005,0.327,0.109,-0.022,0.002,0.0,0.0,0.0,0.02,0.39,2.5,0.0,1.04,2.01,0.69,0.0,0.25,0.14,0.0,1.95,1.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.21673803928567908,21.666794871415473,21.90205469813287
120,4.76,0.98,1,0.017,0.334,0.102,-0.017,-0.013,0.07,0.0,0.0,0.0,0.42,2.51,0.0,1.01,1.97,0.73,0.0,0.27,0.03,0.0,1.96,1.12,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2054569778182661,21.745114393812745,22.60553029681025
121,4.8,0.98,1,-0.002,0.336,0.104,-0.015,-0.021,0.09,0.05,0.0,0.0,0.46,2.5,0.0,1.11,2.05,0.84,0.0,0.32,0.01,0.0,1.94,1.05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2013512167421856,22.357325421436435,22.801973598791793
122,4.84,0.98,1,0.002,0.315,0.089,-0.02,-0.021,0.11,0.05,0.0,0.0,0.43,2.56,0.0,1.05,2.06,0.84,0.0,0.22,0.0,0.0,2.03,1.06,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.20933369199891633,21.79197099851209,22.002045359466017
123,4.88,0.98,1,0.004,0.32,0.099,-0.019,-0.029,0.07,0.06,0.0,0.0,0.42,2.61,0.0,1.05,2.15,0.81,0.0,0.13,0.05,0.0,2.07,1.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.20893475992735033,22.264994947225837,23.10086578464097
124,4.92,0.98,1,0.013,0.269,0.086,-0.019,-0.031,0.31,0.14,0.0,0.0,0.36,2.33,0.0,1.04,2.2,0.78,0.0,0.05,0.14,0.0,2.11,1.02,0.67,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2501822345117042,21.18537231204601,22.408034273447637
125,4.96,0.98,1,0.008,0.429,0.083,-0.015,-0.032,0.5,0.24,0.0,0.0,0.27,1.59,0.0,1.02,2.17,0.77,0.0,0.04,0.2,0.0,2.17,1.19,1.41,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.18195331860511316,17.30462365958874,21.67487024182604
126,5.0,0.98,1,-0.025,0.458,0.093,-0.023,-0.011,0.62,0.22,0.0,0.0,0.22,1.06,0.0,1.0,2.09,0.77,0.0,0.06,0.21,0.0,2.24,1.22,2.06,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.16926733294231602,17.62554963681984,21.559452683219945
127,5.04,0.98,1,0.003,0.435,0.074,-0.018,-0.022,0.65,0.17,0.0,0.0,0.31,1.16,0.0,1.02,2.0,0.73,0.0,0.06,0.12,0.0,2.3,1.18,1.97,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1646101484207137,17.833956375409198,21.01927686672403
128,5.08,0.98,1,0.006,0.356,0.082,-0.008,-0.03,0.43,0.08,0.0,0.0,0.49,2.0,0.0,1.03,1.94,0.69,0.0,0.16,0.07,0.0,2.31,1.11,1.4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.17653529274298269,19.11674658512783,20.379646709400983
129,5.12,0.98,1,0.018,0.36,0.088,-0.02,-0.008,0.39,0.08,0.0,0.0,0.65,2.54,0.0,1.13,1.93,0.83,0.0,0.21,0.01,0.0,2.17,1.01,0.82,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.14810791581578292,18.006943105369107,18.626862323000218
130,5.16,0.98,1,0.021,0.343,0.079,-0.024,-0.037,0.26,0.14,0.0,0.0,0.75,2.8,0.02,1.15,1.96,0.97,0.0,0.21,0.1,0.0,2.12,1.04,0.24,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.170016829115746,18.001111076819672,19.237463450257724
131,5.2,0.98,1,0.013,0.345,0.095,-0.008,-0.036,0.26,0.14,0.0,0.0,0.68,2.84,0.02,1.16,1.97,0.92,0.01,0.12,0.08,0.0,2.12,1.09,0.07,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.17362761937274743,19.237463450257724,19.009471323527123
132,5.24,0.98,1,0.006,0.331,0.095,-0.021,-0.012,0.18,0.14,0.0,0.0,0.57,2.79,0.02,1.04,1.96,0.68,0.01,0.04,0.08,0.0,2.17,1.31,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.18452922649960135,19.70228413154152,19.42086506827115
133,5.28,0.98,1,0.007,0.352,0.103,-0.01,-0.028,0.02,0.0,0.0,0.0,0.48,2.74,0.0,1.04,1.9,0.58,0.01,0.06,0.0,0.0,2.05,1.39,0.01,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.18979549639176882,20.303940504246906,21.41144553737566
134,5.32,0.98,1,0.012,0.321,0.088,-0.026,-0.022,0.09,0.0,0.0,0.0,0.52,2.62,0.0,1.09,1.93,0.66,0.0,0.03,0.04,0.0,2.0,1.4,0.01,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1897206644053155,20.800240383226527,20.903827400741804
135,5.36,0.98,1,0.008,0.343,0.102,-0.011,-0.029,0.08,0.0,0.0,0.0,0.56,2.66,0.0,1.1,1.88,0.65,0.01,0.09,0.04,0.0,2.03,1.31,0.01,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.19197437107485932,21.111608181282776,22.014540649307218
136,5.4,0.98,1,0.004,0.314,0.094,-0.023,-0.01,0.12,0.01,0.0,0.0,0.53,2.55,0.0,1.0,1.92,0.56,0.01,0.07,0.04,0.0,2.14,1.26,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1978718292863917,20.934421415458417,21.81123563670793
